Country,Date,Headline,Link,,,,
France,28-Feb,Germany tightens Covid controls at French border over variants,https://www.france24.com/en/france/20210228-germany-tightens-covid-controls-at-french-border-over-variants,,,,
France,28-Feb,Six Nations: French sports minister threatens France withdrawal over Covid-19 outbreak,https://www.skysports.com/rugby-union/news/12508/12230246/six-nations-french-sports-minister-threatens-france-withdrawal-over-covid-19-outbreak,,,,
UK,28-Feb,"Covid has connected UK communities and spurred volunteering, report finds",https://www.theguardian.com/world/2021/feb/28/covid-has-connected-uk-communities-and-spurred-volunteering-report-finds,,,,
UK,28-Feb,Covid-19: Nearly 20 million people in UK have first vaccine dose,https://www.bbc.com/news/uk-56224522,,,,
UK,28-Feb,Covid-19: More than 20 million in UK have had first jab,https://www.bbc.com/news/uk-56231518,,,,
UK,28-Feb,Covid-19: Brazil 'variant of concern' detected in UK,https://www.bbc.com/news/uk-56233038,,,,
UK,28-Feb,"UK cases at five-month low; Brazil sees fifth day of more than 1,300 deaths – as it happened",https://www.theguardian.com/world/live/2021/feb/27/coronavirus-live-news-uk-will-face-enormous-strains-says-chancellor-new-zealand-pm-says-auckland-to-go-into-lockdown-for-seven-days,,,,
Netherlands,21-Feb,Dutch parliament overrides court to keep curfew ,https://www.politico.eu/article/netherlands-coronavirus-curfew-parliament-overrides-court-ruling/,,,,
Netherlands,21-Feb,Thousands register for coronavirus-proof concert and festival tickets,https://www.iamexpat.nl/lifestyle/lifestyle-news/thousands-register-coronavirus-proof-concert-and-festival-tickets,,,,
Netherlands,21-Feb,Slight decrease in new covid infections; hospital total also dropped,https://nltimes.nl/2021/02/20/slight-decrease-new-covid-infections-hospital-total-also-dropped,,,,
Netherlands,21-Feb,Participant in Fieldlab experiment tests positive for Covid-19,https://www.theguardian.com/world/2021/mar/07/dutch-clubbers-dance-study-easing-lockdown-music-event-coronavirus,,,,
Netherlands,21-Feb,Dutch senators approve new COVID curfew law in spite of court ruling striking it down ,https://www.euronews.com/2021/02/20/dutch-senators-approve-new-covid-curfew-law-in-spite-of-court-ruling-striking-it-down,,,,
Italy,21-Feb,"After a year of death and solitude, Italy is a sober, serious place",https://www.theguardian.com/world/2021/feb/21/after-a-year-of-death-and-solitude-italy-is-a-sober-serious-place,,,,
Italy,21-Feb,Italian doctors remember night that ushered in Europe's first COVID-19 lockdown,https://www.reuters.com/article/us-health-coronavirus-italy-first-doctor-idUSKBN2AK0BA,,,,
Italy,21-Feb,Codogno: Italy's COVID-19 epicenter one year on,https://www.dw.com/en/codogno-italys-covid-19-epicenter-one-year-on/av-56636207,,,,
Italy,21-Feb,Italy pays tribute to health workers as nation marks covid-19 anniversary,https://www.wantedinrome.com/news/italy-pays-tribute-to-health-workers-as-nation-marks-covid-19-anniversary.html,,,,
Italy,21-Feb,The town of Codogno remembers being at the centre of Italy's epidemic,https://www.euronews.com/2021/02/20/the-town-of-codogno-remembers-being-at-the-centre-of-italy-s-epidemic,,,,
Germany,21-Feb,COVID: AstraZeneca vaccine remains unpopular in Germany,https://www.dw.com/en/covid-astrazeneca-vaccine-remains-unpopular-in-germany/a-56630827,,,,
Germany,21-Feb,"Germany, Once a Model, Is Swamped Like Everyone Else by Pandemic’s Second Wave",https://www.nytimes.com/2021/02/20/world/europe/germany-coronavirus-second-wave.html,,,,
Germany,21-Feb,Germany urges 'caution' as COVID infections climb again,https://medicalxpress.com/news/2021-02-germany-urges-caution-covid-infections.html,,,,
Germany,21-Feb,The medieval German town at the heart of the fight against Covid,https://www.ft.com/content/13d23af0-5f0c-4215-a017-39f6b145d0e8,,,,
Germany,21-Feb,Merkel Targets Cautious Reopening as Germany’s Outbreak Worsens,https://www.bloomberg.com/news/articles/2021-02-21/germany-damps-hopes-for-easing-curbs-as-contagion-rates-rise,,,,
Spain,21-Feb,"Latest Foreign Office rules for Spain, Greece, Portugal, USA, France, Italy, and Germany during lockdown",https://www.cambridge-news.co.uk/news/uk-world-news/coronavirus-travel-rules-uk-spain-19875292,,,,
Spain,21-Feb,Coronavirus: What Europeans have learned from a year of pandemic,https://www.bbc.com/news/world-europe-56110051,,,,
Spain,21-Feb,Spain: Additional protests over free speech likely across Spain through at least Feb. 22,https://www.garda.com/crisis24/news-alerts/445646/spain-additional-protests-over-free-speech-likely-across-spain-through-at-least-feb-22,,,,
Spain,21-Feb,Spain holidays: Mallorca & Menorca desperate to get Brits back - test Covid passports here,https://www.express.co.uk/news/world/1400640/coronavirus-latest-spain-holidays-mallorca-majorca-desperate-british-tourists,,,,
Spain,21-Feb,Spanish islands want to be first to welcome back Brits with 'vaccine passports',https://www.mirror.co.uk/news/uk-news/spanish-islands-want-first-welcome-23537397,,,,
France,21-Feb,France: Nice tells tourists to stay away as COVID cases soar,https://www.dw.com/en/france-nice-tells-tourists-to-stay-away-as-covid-cases-soar/a-56642120,,,,
France,21-Feb,Covid-19: Could empty office buildings help solve France's housing crisis?,https://www.france24.com/en/live-news/20210221-covid-19-could-empty-office-buildings-help-solve-france-s-housing-crisis,,,,
France,21-Feb,French health minister says new restrictions likely in certain regions,https://www.france24.com/en/france/20210220-french-health-minister-says-new-restrictions-likely-in-certain-regions,,,,
France,21-Feb,Macron to see in around 10 days if Covid rules can ease,https://www.connexionfrance.com/French-news/Macron-to-see-in-around-10-days-if-Covid-rules-can-ease,,,,
France,21-Feb,French city of Nice asks tourists to stay away amid COVID surge,https://www.reuters.com/article/us-health-coronavirus-france-idUSKBN2AL061,,,,
UK,21-Feb,Covid vaccine: All UK adults to be offered jab by 31 July - PM,https://www.bbc.com/news/uk-56141867,,,,
UK,21-Feb,UK Covid lockdown easing: A No 10 'priority' is to allow more social contact,https://www.bbc.com/news/uk-55931181,,,,
UK,21-Feb,UK records 215 deaths – as it happened,https://www.theguardian.com/world/live/2021/feb/21/coronavirus-live-news-australia-begins-vaccine-rollout-israel-says-pfizer-jab-96-effective,,,,
UK,21-Feb,UK government under growing pressure over Covid procurement,https://www.theguardian.com/politics/2021/feb/20/uk-government-under-growing-pressure-over-covid-procurement,,,,
UK,21-Feb,Coronavirus digest: UK accelerates vaccine drive,https://www.dw.com/en/coronavirus-digest-uk-accelerates-vaccine-drive/a-56639696,,,,
Netherlands,14-Feb,Netherlands: Working from home due to the coronavirus: the Dutch tax impact ,https://wts.com/global/publishing-article/20210212-global-mobility-netherlands~publishing-article?language=en,,,,
Netherlands,14-Feb,Covid-19 school closures are widening Europe’s class divisions,https://www.economist.com/europe/2021/02/13/covid-19-school-closures-are-widening-europes-class-divisions,,,,
Netherlands,14-Feb,Coronavirus breath testing stopped after several false negatives: RTL,https://www.dutchnews.nl/news/2021/02/coronavirus-breath-testing-stopped-after-several-false-negatives-rtl/,,,,
Netherlands,14-Feb,Dutch take to the ice as canals and lakes freeze over,https://www.bbc.com/news/world-europe-56054975,,,,
Netherlands,14-Feb,How coronavirus affects young and old,https://coronadashboard.government.nl/artikelen/hoe-het-coronavirus-jong-en-oud-raakt,,,,
Italy,14-Feb,Covid-19: Italy’s ski slopes to stay closed until 5 March,https://www.wantedinrome.com/news/covid-19-italys-ski-slopes-to-stay-closed-until-5-march.html,,,,
Italy,14-Feb,"Covid-19: Italy’s latest toll of 311 deaths brings total well over 93,000",https://www.irishtimes.com/news/world/covid-19-italy-s-latest-toll-of-311-deaths-brings-total-well-over-93-000-1.4484352,,,,
Italy,14-Feb,"Italy could have had COVID-19 patient zero in Nov 2019, study says",https://www.chinadaily.com.cn/a/202102/13/WS6027c9e2a31024ad0baa8e3f.html,,,,
Italy,14-Feb,Italy’s new government to deal with Covid and economic recession,https://www.rfi.fr/en/europe/20210213-italy-s-new-government-to-deal-with-covid-and-economic-recession-politics-europe-economy-mario-draghi,,,,
Italy,14-Feb,Italian regions seek separate vaccine deals,https://www.euractiv.com/section/politics/news/italian-regions-seek-separate-vaccine-deals/,,,,
Germany,14-Feb,Coronavirus: Germans' mental health worse in second lockdown — study,https://www.dw.com/en/coronavirus-germans-mental-health-worse-in-second-lockdown-study/a-56557809,,,,
Germany,14-Feb,Germany looks for ways out of the pandemic,https://www.dw.com/en/germany-looks-for-ways-out-of-the-pandemic/av-56518255,,,,
Germany,14-Feb,Germany tightens border controls in attempt to limit spread of COVID-19 variants,https://www.euronews.com/2021/02/14/germany-tightens-border-controls-in-attempt-to-limit-spread-of-covid-19-variants,,,,
Germany,14-Feb,Germany tightens borders to keep Covid-19 variants at bay,https://www.straitstimes.com/world/europe/germany-tightens-borders-to-keep-covid-19-variants-at-bay,,,,
Germany,14-Feb,"Portugal extends state of emergency, Germany's border call: COVID-19 daily bulletin",https://newseu.cgtn.com/news/2021-02-12/Portugal-extends-emergency-rules-Germany-border-call-COVID-bulletin-XPbWM8lJYI/index.html,,,,
Spain,14-Feb,Architecture of an outbreak: the Spanish apartment building hijacked by the coronavirus,https://english.elpais.com/society/2021-02-15/architecture-of-an-outbreak-the-spanish-apartment-building-hijacked-by-the-coronavirus.html,,,,
Spain,14-Feb,Antiviral breakthrough in Spain could help reduce COVID-19 mortality,https://newseu.cgtn.com/news/2021-02-13/Antiviral-breakthrough-in-Spain-could-help-reduce-COVID-19-mortality-XPgYQFS1AA/index.html,,,,
Spain,14-Feb,Catalonia election: Will the coronavirus pandemic help oust pro-independence parties?,https://www.euronews.com/2021/02/14/will-the-coronavirus-pandemic-help-oust-pro-independence-parties-in-catalonia,,,,
Spain,14-Feb,Spain’s Catalonia holds key election amid fears over COVID,https://www.aljazeera.com/news/2021/2/14/spains-catalonia-holds-key-election-amid-fears-over-covid,,,,
Spain,14-Feb,Spain tops one million fully vaccinated; retailers offer help to speed up campaign,https://www.reuters.com/article/us-health-coronavirus-spain-idUKKBN2AC278,,,,
France,14-Feb,"France reports 21,231 new coronavirus cases over 24 hours",https://www.reuters.com/article/us-health-coronavirus-france-idUSKBN2AD0M7,,,,
France,14-Feb,Coronavirus digest: France backs one jab for COVID survivors,https://www.dw.com/en/coronavirus-digest-france-backs-one-jab-for-covid-survivors/a-56556403,,,,
France,14-Feb,The Big Question: Can France Catch Up in the Covid Vaccine Race?,https://www.bloombergquint.com/gadfly/why-is-france-losing-the-covid-vaccine-race,,,,
France,14-Feb,"COVID-19: Previously-infected people only need one vaccine shot, say French experts",https://news.sky.com/story/covid-19-previously-infected-people-only-need-one-vaccine-shot-say-french-experts-12216693,,,,
France,14-Feb,New French nasal spray eliminates 99% of Covid virus,https://www.connexionfrance.com/French-news/New-French-nose-spray-eliminates-99-of-Covid-virus-via-nose-blowing,,,,
UK,14-Feb,"Covid-19: UK failed to heed the virus alerts, says vaccine creator",https://www.theguardian.com/world/2021/feb/13/covid-uk-failed-to-heed-the-virus-alerts-says-vaccine-creator,,,,
UK,14-Feb,Covid: experts warn of huge UK wave if restrictions lifted too soon,https://www.theguardian.com/world/2021/feb/13/experts-warn-huge-uk-covid-wave-if-restrictions-lifted-too-soon,,,,
UK,14-Feb,Covid: Vaccine given to 15 million in UK as PM hails 'extraordinary feat',https://www.bbc.com/news/uk-56062976,,,,
UK,14-Feb,Covid-19: Over-65s to receive jab in next phase of rollout in England,https://www.bbc.com/news/uk-56057402,,,,
UK,14-Feb,UK backs Biden’s call for China to release data on coronavirus origin,https://www.politico.eu/article/coronavirus-china-origin-data-uk-backs-joe-biden-call/,,,,
Netherlands,07-Feb,UPDATE 1-Netherlands coronavirus cases surpass a million -official data,https://www.reuters.com/article/health-coronavirus-netherlands-idUSL1N2KC0B4,,,,
Netherlands,07-Feb,One protester on why he took to the streets over Dutch COVID curfew,https://www.euronews.com/2021/02/06/one-protester-on-why-he-took-to-the-streets-over-dutch-covid-curfew,,,,
Netherlands,07-Feb,Netherlands surpasses 1 million Covid-19 cases,https://edition.cnn.com/world/live-news/coronavirus-pandemic-vaccine-updates-02-06-21/h_35975b8ab4c4b79a35b8bdbf97ce5b56,,,,
Netherlands,07-Feb,"Dutch cases top 1m, Greece's regional tightening: COVID-19 daily bulletin",https://newseu.cgtn.com/news/2021-02-06/Greece-tightens-Spain-limits-AstraZeneca-jab-COVID-19-daily-bulletin-XFdGDRf4WI/index.html,,,,
Netherlands,07-Feb,Netherlands issues 'code red' alert as heavy snow closes COVID testing centres,https://news.sky.com/story/netherlands-issues-code-red-alert-as-heavy-snow-closes-covid-testing-centres-12211701,,,,
Italy,07-Feb,Italy’s Visco Sees Recovery Even as Covid Weighs on Growth,https://www.bloomberg.com/news/articles/2021-02-06/italy-s-visco-sees-recovery-even-as-covid-weighs-on-growth,,,,
Italy,07-Feb,Italy clears emergency use of COVID-19 antibody therapies,https://english.alarabiya.net/coronavirus/2021/02/06/Coronavirus-Italy-clears-emergency-use-of-COVID-19-antibody-therapies,,,,
Italy,07-Feb,Italy clears emergency use of COVID-19 antibody therapies ,https://www.reuters.com/article/health-coronavirus-italy-idUSS8N2AH04Y,,,,
Italy,07-Feb,The europe second wave of COVID-19 infection and the Italy “strange” situation,https://www.sciencedirect.com/science/article/pii/S0013935120313736,,,,
Italy,07-Feb,Italy: COVID-19 – Online sale of masks – sanctions by the Italian Antitrust Authority for unfair commercial practices,https://globalcompliancenews.com/italy-covid-19-online-sale-of-masks-sanctions-by-the-italian-antitrust-authority-for-unfair-commercial-practices150121/,,,,
Germany,07-Feb,"Germany: Politicians, virologists facing 'rising hostility from COVID deniers'",https://www.dw.com/en/germany-politicians-virologists-facing-rising-hostility-from-covid-deniers/a-56481455,,,,
Germany,07-Feb,Coronavirus death rate soars in Germany’s Saxony,https://www.dw.com/en/coronavirus-death-rate-soars-in-germanys-saxony/av-56314112,,,,
Germany,07-Feb,Covid: Vaccine tensions stoke German criticism of EU's von der Leyen,https://www.bbc.com/news/world-europe-55948360,,,,
Germany,07-Feb,"Germany’s confirmed coronavirus cases rise by 8,616",https://www.arabnews.com/node/1805146/world,,,,
Germany,07-Feb,Chinese demand helps German manufacturers weather COVID-19 pandemic,https://www.reuters.com/article/us-germany-economy-industrialoutput-idUSKBN2A80MC,,,,
Spain,07-Feb,Spain: COVID-19 patients tie the knot at Madrid pandemic hospital ,https://www.euronews.com/2021/02/06/spain-covid-19-patients-tie-the-knot-at-madrid-pandemic-hospital,,,,
Spain,07-Feb,Spanish scientists test drug for COVID-19 treatment,https://www.dw.com/en/spanish-scientists-test-drug-for-covid-19-treatment/av-56483034,,,,
Spain,07-Feb,New coronavirus variants cause concern in Spain,https://www.aa.com.tr/en/europe/new-coronavirus-variants-cause-concern-in-spain/2135631,,,,
Spain,07-Feb,Spain approaches end of phase 1 of Covid vaccination campaign,https://english.elpais.com/society/2021-02-08/spain-approaches-end-of-phase-1-of-covid-vaccination-campaign.html,,,,
Spain,07-Feb,Spain: Protesters stage ‘meditation’ protest against COVID restrix in Barcelona,https://www.ruptly.tv/en/videos/20210206-023-Spain--Protesters-stage--meditation--protest-against-COVID-restrix-in-Barcelona,,,,
France,07-Feb,France starts AstraZeneca inoculations amid decline in Covid-19 cases,https://www.france24.com/en/france/20210206-france-starts-astrazeneca-inoculations-as-covid-19-cases-ease,,,,
France,07-Feb,Research finds Covid in France before Wuhan market outbreak,https://www.connexionfrance.com/French-news/Research-finds-Covid-19-circulating-in-France-before-Wuhan-market-outbreak,,,,
France,07-Feb,€300m for Covid vaccines and medicines to be made in France,https://www.connexionfrance.com/French-news/France-pledges-300m-for-Covid-vaccine-and-health-projects-amid-Valneva-trials,,,,
France,07-Feb,"French COVID-19 cases, patient numbers ease as AstraZeneca inoculations start",https://www.reuters.com/article/us-health-coronavirus-france-casualties-idUSKBN2A60QL,,,,
France,07-Feb,France reports fresh fall in number of new COVID-19 cases,https://www.reuters.com/article/us-health-coronavirus-france-casualties-idUSKBN2A70Q4,,,,
UK,07-Feb,Covid: More than 12 million in UK have had first jab,https://www.bbc.com/news/uk-55973847,,,,
UK,07-Feb,Covid: Oxford jab offers less S Africa variant protection,https://www.bbc.com/news/uk-55967767,,,,
UK,07-Feb,'Another wave is possible': Paris braces for UK Covid variant,https://www.theguardian.com/world/2021/feb/07/another-wave-is-possible-paris-braces-for-uk-covid-variant,,,,
UK,07-Feb,Fall in Covid cases slower in UK's poor regions,https://www.theguardian.com/world/2021/feb/06/fall-in-covid-cases-slower-in-poor-regions,,,,
UK,07-Feb,"COVID-19: UK infections, deaths continue decline",https://www.aa.com.tr/en/europe/covid-19-uk-infections-deaths-continue-decline/2136356,,,,
Netherlands,01-Feb,Study reveals the Netherlands’ relatively poor handling of coronavirus crisis,https://www.iamexpat.nl/expat-info/dutch-expat-news/study-reveals-netherlands-relatively-poor-handling-coronavirus-crisis,,,,
Netherlands,01-Feb,More contagious mutation causes half of new Dutch virus cases,https://www.reuters.com/article/us-health-coronavirus-netherlands-mutati-idUSKBN2A12QD,,,,
Netherlands,01-Feb,Netherlands to partially open schools in February,https://www.aa.com.tr/en/europe/netherlands-to-partially-open-schools-in-february/2129303,,,,
Netherlands,01-Feb,U.K. variant accounts for half of all new COVID-19 cases in the Netherlands,https://www.ctvnews.ca/health/coronavirus/u-k-variant-accounts-for-half-of-all-new-covid-19-cases-in-the-netherlands-1.5290792,,,,
Netherlands,01-Feb,Netherlands could end controversial curfew on 10 February ,https://www.brusselstimes.com/news/world-all-news/152178/netherlands-could-end-controversial-curfew-on-10-february-rutte-de-jonge-coronavirus-exit-strategy/,,,,
Italy,01-Feb,Covid-19 in Italy: what you can and can't do in a yellow zone,https://www.wantedinrome.com/news/covid-19-in-italy-what-you-can-and-cant-do-in-a-yellow-zone.html,,,,
Italy,01-Feb,"Italy: Italy Quarantine Waived For Arrivals On Certain ""COVID-Free"" Flights ",https://www.mondaq.com/italy/government-measures/1031238/italy-quarantine-waived-for-arrivals-on-certain-covid-free-flights,,,,
Italy,01-Feb,Deaths among Rome's rough sleepers surge as shelters turn many away due to Covid,https://www.theguardian.com/world/2021/feb/01/rome-covid-rough-sleeper-deaths-italy,,,,
Italy,01-Feb,Lessons learned from COVID-19 pandemic in Italy - A commentary ,https://pubmed.ncbi.nlm.nih.gov/32415815/,,,,
Italy,01-Feb,Coronavirus disease 2019: the second wave in Italy,https://www.emerald.com/insight/content/doi/10.1108/JHR-10-2020-0514/full/html,,,,
Germany,01-Feb,Germany Bans Arrivals From Ireland & Portugal Over New COVID-19 Variants,https://www.schengenvisainfo.com/news/germany-bans-arrivals-from-ireland-portugal-over-new-covid-19-variants/,,,,
Germany,01-Feb,Germany considering Russian and Chinese vaccines to boost Covid inoculation drive,https://www.theguardian.com/world/2021/feb/01/germany-considering-russian-and-chinese-vaccines-to-boost-covid-inoculation-drive,,,,
Germany,01-Feb,France and Germany threaten AstraZeneca over vaccine shortage,https://www.theguardian.com/society/2021/jan/31/france-germany-threaten-covid-astrazeneca-vaccine-shortageeu-uk,,,,
Germany,01-Feb,COVID: Germany sends medical team and gear to Portugal,https://www.dw.com/en/covid-germany-sends-medical-team-and-gear-to-portugal/a-56397959,,,,
Germany,01-Feb,Coronavirus: Germany open to Chinese and Russian vaccines amid delays,https://www.dw.com/en/coronavirus-germany-open-to-chinese-and-russian-vaccines-amid-delays/a-56396510,,,,
Spain,01-Feb,The recovery forecast for Spain's construction sector after COVID-19,https://www.lexology.com/library/detail.aspx?g=d3388b68-33fb-4610-a419-d36374f9970c,,,,
Spain,01-Feb,"'We've had enough': In France, Spain and Denmark, anti-lockdown protests continue",https://www.euronews.com/2021/01/31/we-ve-had-enough-in-france-spain-and-denmark-anti-lockdown-protests-continue,,,,
Spain,01-Feb,Spanish study describes ‘Covid tongue’ as coronavirus symptom,https://english.elpais.com/science_tech/2021-02-01/spanish-study-describes-covid-tongue-as-coronavirus-symptom.html,,,,
Spain,01-Feb,Spain: Virus cases decline as makeshift hospitals open,https://www.aa.com.tr/en/europe/spain-virus-cases-decline-as-makeshift-hospitals-open/2130526,,,,
Spain,01-Feb,Spain Brings Back Land Border Controls With Portugal Due to COVID-19,https://www.schengenvisainfo.com/news/spain-brings-back-land-border-controls-with-portugal-due-to-covid-19/,,,,
France,01-Feb,"New Covid-19 restrictions ‘only delaying the inevitable,’ say French health experts",https://www.france24.com/en/europe/20210131-new-covid-19-restrictions-only-delaying-the-inevitable-say-french-epidemiologists,,,,
France,01-Feb,Covid-19: France closes borders to most non-EU travel,https://www.bbc.com/news/world-europe-55863069,,,,
France,01-Feb,Covid France rules: Large non-food commercial centres close,https://www.connexionfrance.com/French-news/Covid-France-rules-Large-non-food-commercial-centres-close,,,,
France,01-Feb,Think tank criticises France over Covid-19 management,https://www.connexionfrance.com/French-news/Think-tank-criticises-France-over-Covid-19-management-in-new-world-ranking,,,,
France,01-Feb,Think tank criticises France over Covid-19 management,https://www.connexionfrance.com/French-news/Think-tank-criticises-France-over-Covid-19-management-in-new-world-ranking,,,,
UK,01-Feb,UK's first Covid evacuees: 'I wish I'd stayed in Wuhan and missed flight',https://www.bbc.com/news/uk-england-manchester-55830497,,,,
UK,01-Feb,"Covid: EU 'made a mistake' over vaccines, Gove says",https://www.bbc.com/news/uk-55873288,,,,
UK,01-Feb,"January's daily UK Covid death toll averages more than 1,000, figures show",https://www.theguardian.com/world/2021/jan/30/januarys-daily-uk-covid-death-toll-averages-more-than-1000-figures-show,,,,
UK,01-Feb,"Daily record as 600,000 people in the UK receive Covid jabs on Saturday",https://www.theguardian.com/society/2021/jan/31/daily-record-as-600000-people-in-the-uk-receive-covid-jabs-on-saturday,,,,
UK,01-Feb,"COVID-19: UK reports another 587 coronavirus deaths - as vaccine doses rise by more than 600,000 for first time",https://news.sky.com/story/covid-19-uk-reports-another-587-coronavirus-deaths-as-vaccine-doses-rise-by-more-than-600-000-for-first-time-12204357,,,,
Netherlands,28-Jan,Angry citizens who hate the system': Why the riots in the Netherlands go beyond a COVID curfew,https://www.euronews.com/2021/01/27/angry-citizens-who-hate-the-system-why-the-riots-in-the-netherlands-go-beyond-a-covid-curf,,,,
Netherlands,28-Jan,Latest Travel Alerts and Warnings for the Netherlands,https://www.worldnomads.com/travel-safety/europe/netherlands/latest-travel-alerts,,,,
Netherlands,28-Jan,COVID-19 Update: Netherlands Entrance Requirements,https://www.imca-int.com/covid-19-update-netherlands-entrance-requirements/,,,,
Netherlands,28-Jan,Netherlands: New Curfew In The Netherlands Has Exceptions For Night Workers ,https://www.mondaq.com/employment-and-workforce-wellbeing/1029968/new-curfew-in-the-netherlands-has-exceptions-for-night-workers,,,,
Netherlands,28-Jan,Netherlands: What’s behind violent anti-lockdown riots?,https://www.aljazeera.com/news/2021/1/27/what-is-driving-the-netherlands-most-violent-riots-in-decades,,,,
Italy,28-Jan,Democratic responsibility in Italy under COVID-19,https://www.apa.org/international/global-insights/democratic-italy-covid-19,,,,
Italy,28-Jan,Cognitive and mental health changes and their vulnerability factors related to COVID-19 lockdown in Italy,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0246204,,,,
Italy,28-Jan,Italy Quarantine Waived For Arrivals on Certain “COVID-Free” Flights ,https://www.mondaq.com/italy/government-measures/1031238/italy-quarantine-waived-for-arrivals-on-certain-covid-free-flights,,,,
Italy,28-Jan,Patterns of Presentation of SARS-CoV-2 Infection in Children. Experience at the Italian Epicentre of the Pandemic,https://www.frontiersin.org/articles/10.3389/fped.2021.629040/full,,,,
Italy,28-Jan,Pfizer to continue vaccine supply to Italy even if Rome files lawsuit: CEO to paper,https://www.reuters.com/article/us-health-coronavirus-italy-pfizer-idUSKBN29X0PZ,,,,
Germany,28-Jan,Coronavirus: Germany loses sight of its refugees,https://www.dw.com/en/coronavirus-germany-loses-sight-of-its-refugees/a-56337347,,,,
Germany,28-Jan,"How COVID changed Germany, one year on",https://www.dw.com/en/how-covid-changed-germany-one-year-on/a-56350430,,,,
Germany,28-Jan,Germany expected to tighten borders to control spread of Covid variants,https://www.theguardian.com/world/2021/jan/27/germany-expected-to-tighten-borders-to-control-spread-of-covid-variants,,,,
Germany,28-Jan,Coronavirus: Germany set to limit AstraZeneca jab to under-65s,https://www.bbc.com/news/world-europe-55839885,,,,
Germany,28-Jan,"German economy to grow by 3 percent despite coronavirus, Berlin reckons",https://www.politico.eu/article/germany-economy-growth-coronavirus-peter-altmaier/,,,,
Spain,28-Jan,"The impact of Covid-19 on Spain’s demographics: new highs for deaths, lows for marriage",https://english.elpais.com/spanish_news/2021-01-27/the-impact-of-covid-19-on-spains-demographics-new-highs-for-deaths-lows-for-marriage.html,,,,
Spain,28-Jan,"Spain reports 36,435 new coronavirus cases and 591 deaths, the highest fatality figure of the third wave",https://english.elpais.com/society/2021-01-27/spain-reports-36435-new-coronavirus-cases-and-591-deaths-the-highest-fatality-figure-of-the-third-wave.html,,,,
Spain,28-Jan,Spanish anti-COVID drug 99% effective,https://www.euractiv.com/section/politics/short_news/spanish-anti-covid-drug-99-effective/,,,,
Spain,28-Jan,Madrid halting COVID-19 vaccinations due to supply delays,https://www.reuters.com/article/us-health-coronavirus-spain-vaccines-idUSKBN29W1GH,,,,
Spain,28-Jan,Spain detects first case of South Africa virus variant,https://www.aa.com.tr/en/europe/spain-detects-first-case-of-south-africa-virus-variant/2126613,,,,
France,28-Jan,Third lockdown in France may be imminent as Covid-19 cases surge,https://www.france24.com/en/france/20210127-fears-a-third-lockdown-may-be-imminent-as-france-s-covid-19-cases-surge,,,,
France,28-Jan,'Very tight' lockdown is one option under review in France,https://www.connexionfrance.com/French-news/Very-tight-lockdown-is-one-option-under-review-in-France,,,,
France,28-Jan,How to get Covid vaccine in France if no carte Vitale,https://www.connexionfrance.com/French-news/How-to-get-Covid-vaccine-in-France-if-no-carte-Vitale,,,,
France,28-Jan,COVID vaccine: France returns to 3 weeks between doses,https://www.euronews.com/2021/01/26/covid-vaccine-france-returns-to-3-weeks-between-doses,,,,
France,28-Jan,"France's curfew not slowing COVID-19 infections enough, says govt spokesman",https://www.reuters.com/article/us-health-coronavirus-france-idUSKBN29W1PG,,,,
UK,28-Jan,Coronavirus: EU demands UK-made AstraZeneca vaccine doses,https://www.bbc.com/news/world-europe-55822602,,,,
UK,28-Jan,Covid symptoms: What are they and how do I protect myself?,https://www.bbc.com/news/health-51048366,,,,
UK,28-Jan,Cough and sore throat more common with UK Covid variant – study,https://www.theguardian.com/world/2021/jan/27/cough-sore-throat-and-fatigue-common-symptoms-of-uk-covid-variant-finds-study,,,,
UK,28-Jan,Britain and EU clash over claims to UK-produced Covid vaccine,https://www.theguardian.com/world/2021/jan/27/eu-covid-vaccine-row-astrazeneca-european-commission,,,,
UK,28-Jan,COVID-19: Talk of a UK baby boom turns into fears of a baby bust - here's what the data reveals,https://news.sky.com/story/covid-19-talk-of-a-uk-baby-boom-turns-into-fears-of-a-baby-bust-heres-what-the-data-reveals-12199154,,,,
Netherlands,21-Jan,Lockdown measures tightened in response to concerns about new variants of virus,https://www.government.nl/latest/news/2021/01/20/lockdown-measures-tightened-in-response-to-concerns-about-new-variants-of-virus,,,,
Netherlands,21-Jan,Where can I get a NAAT(PCR) or rapid test outside the Netherlands?,https://www.netherlandsworldwide.nl/documents/frequently-asked-questions/where-can-i-get-a-pcr-or-rapid-test-outside-the-netherlands,,,,
Netherlands,21-Jan,Coronavirus digest: Netherlands introduces curfew to halt spread of new variant,https://www.dw.com/en/coronavirus-digest-netherlands-introduces-curfew-to-halt-spread-of-new-variant/a-56297819,,,,
Netherlands,21-Jan,Netherlands: Authorities announce tightening of international entry and domestic restrictions Jan. 20 due to COVID-19 /update 23,https://crisis24.garda.com/insights-intelligence/intelligence/risk-alerts/wip10011974924/netherlands-authorities-announce-tightening-of-international-entry-and-domestic-restrictions-jan-20-due-to-covid-19-update-23,,,,
Netherlands,21-Jan,Coronavirus in the Netherlands: What you need to know (January 22),https://www.dutchnews.nl/news/2021/01/coronavirus-in-the-netherlands-what-you-need-to-know-january-20/,,,,
